Date,Open,High,Low,Close,Adj Close,Volume,Stock,putWidth,putPremium,putIV,dt
2020-12-03,14.90999984741211,15.59000015258789,14.020000457763672,14.300000190734863,14.300000190734863,5175400,ROOT,2.5,0.25,0.9101571484375,
2020-12-04,14.534000396728516,14.585000038146973,13.779999732971191,14.260000228881836,14.260000228881836,2268400,ROOT,2.5,0.25,0.9101571484375,
2020-12-07,14.399999618530273,15.609999656677246,14.0,15.520000457763672,15.520000457763672,2484800,ROOT,2.5,0.25,0.9101571484375,
2020-12-08,15.079999923706055,15.399999618530273,14.430000305175781,14.970000267028809,14.970000267028809,1484620,ROOT,2.5,0.25,0.9101571484375,
2020-09-09,22.270000457763672,23.34000015258789,22.059999465942383,23.110000610351562,23.110000610351562,182800,BLFS,5.0,0.8,0.7458521508789062,
2020-09-10,23.270000457763672,24.56999969482422,23.200000762939453,23.549999237060547,23.549999237060547,580200,BLFS,5.0,0.8,0.7458521508789062,
2020-09-11,23.68000030517578,24.700000762939453,23.610000610351562,23.770000457763672,23.770000457763672,224700,BLFS,5.0,0.8,0.7458521508789062,
2020-09-14,24.020000457763672,26.15999984741211,24.020000457763672,25.920000076293945,25.920000076293945,599600,BLFS,5.0,0.8,0.7458521508789062,
2020-09-15,26.25,27.709999084472656,26.09000015258789,27.68000030517578,27.68000030517578,429800,BLFS,5.0,0.8,0.7458521508789062,
2020-09-16,28.280000686645508,28.280000686645508,25.239999771118164,25.799999237060547,25.799999237060547,413200,BLFS,5.0,0.8,0.7458521508789062,
2020-09-17,25.209999084472656,26.489999771118164,25.030000686645508,25.43000030517578,25.43000030517578,287000,BLFS,5.0,0.8,0.7458521508789062,
2020-09-18,26.25,27.440000534057617,26.0,27.209999084472656,27.209999084472656,1982800,BLFS,5.0,0.8,0.7458521508789062,
2020-09-21,26.959999084472656,27.84000015258789,26.15999984741211,26.399999618530273,26.399999618530273,393900,BLFS,5.0,0.8,0.7458521508789062,
2020-09-22,25.65999984741211,27.079999923706055,24.559999465942383,26.979999542236328,26.979999542236328,445200,BLFS,5.0,0.8,0.7458521508789062,
2020-09-23,27.600000381469727,27.799999237060547,26.280000686645508,27.18000030517578,27.18000030517578,464100,BLFS,5.0,0.8,0.7458521508789062,
2020-09-24,27.3700008392334,27.559999465942383,25.93000030517578,26.100000381469727,26.100000381469727,309800,BLFS,5.0,0.8,0.7458521508789062,
2020-09-25,26.219999313354492,26.579999923706055,25.200000762939453,26.25,26.25,351600,BLFS,5.0,0.8,0.7458521508789062,
2020-09-28,26.100000381469727,27.290000915527344,26.059999465942383,27.030000686645508,27.030000686645508,230400,BLFS,5.0,0.8,0.7458521508789062,
2020-09-29,27.229999542236328,29.43000030517578,27.059999465942383,28.65999984741211,28.65999984741211,345400,BLFS,5.0,0.8,0.7458521508789062,
2020-09-30,29.059999465942383,29.489999771118164,28.610000610351562,28.940000534057617,28.940000534057617,426500,BLFS,5.0,0.8,0.7458521508789062,
2020-10-01,29.290000915527344,29.6299991607666,28.700000762939453,29.420000076293945,29.420000076293945,249100,BLFS,5.0,0.8,0.7458521508789062,
2020-10-02,28.770000457763672,29.389999389648438,28.530000686645508,28.600000381469727,28.600000381469727,194200,BLFS,5.0,0.8,0.7458521508789062,
2020-10-05,28.979999542236328,29.829999923706055,28.670000076293945,29.040000915527344,29.040000915527344,193700,BLFS,5.0,0.8,0.7458521508789062,
2020-10-06,29.190000534057617,30.270000457763672,28.860000610351562,29.5,29.5,218300,BLFS,5.0,0.8,0.7458521508789062,
2020-10-07,29.850000381469727,30.260000228881836,28.920000076293945,29.40999984741211,29.40999984741211,276600,BLFS,5.0,0.8,0.7458521508789062,
2020-10-08,29.5,29.700000762939453,28.280000686645508,28.579999923706055,28.579999923706055,383500,BLFS,5.0,0.8,0.7458521508789062,
2020-10-09,28.700000762939453,29.149999618530273,28.5,29.020000457763672,29.020000457763672,180000,BLFS,5.0,0.8,0.7458521508789062,
2020-10-12,29.25,29.459999084472656,27.959999084472656,28.1299991607666,28.1299991607666,155400,BLFS,5.0,0.8,0.7458521508789062,
2020-10-13,28.079999923706055,28.399999618530273,27.56999969482422,27.8700008392334,27.8700008392334,237800,BLFS,5.0,0.8,0.7458521508789062,
2020-10-14,27.850000381469727,28.719999313354492,27.639999389648438,28.100000381469727,28.100000381469727,177300,BLFS,5.0,0.8,0.7458521508789062,
2020-10-15,27.719999313354492,27.75,26.579999923706055,27.5,27.5,474400,BLFS,5.0,0.8,0.7458521508789062,
2020-10-16,27.700000762939453,28.389999389648438,27.420000076293945,28.170000076293945,28.170000076293945,149400,BLFS,5.0,0.8,0.7458521508789062,
2020-10-19,29.18000030517578,29.229999542236328,27.489999771118164,27.690000534057617,27.690000534057617,205500,BLFS,5.0,0.8,0.7458521508789062,
2020-10-20,27.950000762939453,29.93000030517578,27.549999237060547,29.200000762939453,29.200000762939453,232400,BLFS,5.0,0.8,0.7458521508789062,
2020-10-21,29.110000610351562,29.110000610351562,27.889999389648438,28.149999618530273,28.149999618530273,265500,BLFS,5.0,0.8,0.7458521508789062,
2020-10-22,28.139999389648438,28.889999389648438,28.040000915527344,28.579999923706055,28.579999923706055,144500,BLFS,5.0,0.8,0.7458521508789062,
2020-10-23,28.799999237060547,29.18000030517578,28.649999618530273,29.020000457763672,29.020000457763672,130600,BLFS,5.0,0.8,0.7458521508789062,
2020-10-26,28.649999618530273,29.260000228881836,27.8700008392334,28.709999084472656,28.709999084472656,219000,BLFS,5.0,0.8,0.7458521508789062,
2020-10-27,28.700000762939453,30.309999465942383,28.700000762939453,30.239999771118164,30.239999771118164,194400,BLFS,5.0,0.8,0.7458521508789062,
2020-10-28,29.559999465942383,29.979999542236328,28.829999923706055,29.079999923706055,29.079999923706055,346700,BLFS,5.0,0.8,0.7458521508789062,
2020-10-29,29.309999465942383,31.049999237060547,28.719999313354492,30.719999313354492,30.719999313354492,346900,BLFS,5.0,0.8,0.7458521508789062,
2020-10-30,30.489999771118164,31.8700008392334,28.440000534057617,28.709999084472656,28.709999084472656,459600,BLFS,5.0,0.8,0.7458521508789062,
2020-11-02,28.899999618530273,29.56999969482422,28.06999969482422,29.559999465942383,29.559999465942383,392500,BLFS,5.0,0.8,0.7458521508789062,
2020-11-03,29.899999618530273,32.0,29.559999465942383,30.90999984741211,30.90999984741211,279900,BLFS,5.0,0.8,0.7458521508789062,
2020-11-04,31.1299991607666,32.720001220703125,30.56999969482422,31.989999771118164,31.989999771118164,256800,BLFS,5.0,0.8,0.7458521508789062,
2020-11-05,32.61000061035156,33.97999954223633,31.010000228881836,31.389999389648438,31.389999389648438,509300,BLFS,5.0,0.8,0.7458521508789062,
2020-11-06,31.510000228881836,35.16999816894531,31.360000610351562,33.83000183105469,33.83000183105469,521200,BLFS,5.0,0.8,0.7458521508789062,
2020-11-09,34.5099983215332,35.7400016784668,32.0099983215332,32.099998474121094,32.099998474121094,471300,BLFS,5.0,0.8,0.7458521508789062,
2020-11-10,32.95000076293945,34.13999938964844,31.579999923706055,32.25,32.25,452700,BLFS,5.0,0.8,0.7458521508789062,
2020-11-11,32.72999954223633,33.880001068115234,32.18000030517578,33.119998931884766,33.119998931884766,368900,BLFS,5.0,0.8,0.7458521508789062,
2020-11-12,33.09000015258789,33.599998474121094,31.559999465942383,32.0099983215332,32.0099983215332,423100,BLFS,5.0,0.8,0.7458521508789062,
2020-11-13,32.189998626708984,32.459999084472656,31.5,32.189998626708984,32.189998626708984,276300,BLFS,5.0,0.8,0.7458521508789062,
2020-11-16,32.150001525878906,33.0099983215332,30.709999084472656,31.170000076293945,31.170000076293945,277000,BLFS,5.0,0.8,0.7458521508789062,
2020-11-17,31.399999618530273,32.56999969482422,30.649999618530273,32.2599983215332,32.2599983215332,467300,BLFS,5.0,0.8,0.7458521508789062,
2020-11-18,32.36000061035156,33.29999923706055,31.809999465942383,32.9900016784668,32.9900016784668,362900,BLFS,5.0,0.8,0.7458521508789062,
2020-11-19,32.13999938964844,34.290000915527344,32.13999938964844,33.2599983215332,33.2599983215332,298800,BLFS,5.0,0.8,0.7458521508789062,
2020-11-20,33.099998474121094,33.689998626708984,32.130001068115234,32.41999816894531,32.41999816894531,362300,BLFS,5.0,0.8,0.7458521508789062,
2020-11-23,32.63999938964844,33.900001525878906,32.400001525878906,33.20000076293945,33.20000076293945,300900,BLFS,5.0,0.8,0.7458521508789062,
2020-11-24,33.459999084472656,33.709999084472656,32.0,32.31999969482422,32.31999969482422,164000,BLFS,5.0,0.8,0.7458521508789062,
2020-11-25,32.31999969482422,33.790000915527344,31.84000015258789,33.0,33.0,262100,BLFS,5.0,0.8,0.7458521508789062,
2020-11-27,33.459999084472656,36.11000061035156,33.34000015258789,35.90999984741211,35.90999984741211,198000,BLFS,5.0,0.8,0.7458521508789062,
2020-11-30,36.650001525878906,37.150001525878906,35.27000045776367,35.9900016784668,35.9900016784668,817300,BLFS,5.0,0.8,0.7458521508789062,
2020-12-01,36.29999923706055,36.33000183105469,34.970001220703125,34.9900016784668,34.9900016784668,199900,BLFS,5.0,0.8,0.7458521508789062,
2020-12-02,34.95000076293945,35.189998626708984,34.099998474121094,35.099998474121094,35.099998474121094,241900,BLFS,5.0,0.8,0.7458521508789062,
2020-12-03,35.20000076293945,36.849998474121094,34.97999954223633,36.540000915527344,36.540000915527344,179300,BLFS,5.0,0.8,0.7458521508789062,
2020-12-04,37.0,39.40999984741211,36.52000045776367,38.88999938964844,38.88999938964844,485900,BLFS,5.0,0.8,0.7458521508789062,
2020-12-07,39.06999969482422,40.63999938964844,38.25,39.880001068115234,39.880001068115234,336800,BLFS,5.0,0.8,0.7458521508789062,
2020-12-08,39.75,40.09000015258789,36.790000915527344,37.22999954223633,37.22999954223633,418810,BLFS,5.0,0.8,0.7458521508789062,
2020-09-09,56.529998779296875,58.70000076293945,55.400001525878906,57.90999984741211,57.90999984741211,687000,APPN,5.0,0.8000000000000007,0.9599613378906249,
2020-09-10,58.599998474121094,60.275001525878906,56.79999923706055,57.380001068115234,57.380001068115234,477500,APPN,5.0,0.8000000000000007,0.9599613378906249,
2020-09-11,57.95000076293945,58.41999816894531,55.5099983215332,56.33000183105469,56.33000183105469,402600,APPN,5.0,0.8000000000000007,0.9599613378906249,
2020-09-14,57.5,59.15299987792969,57.369998931884766,58.939998626708984,58.939998626708984,380000,APPN,5.0,0.8000000000000007,0.9599613378906249,
2020-09-15,59.880001068115234,61.13999938964844,59.54999923706055,60.41999816894531,60.41999816894531,479900,APPN,5.0,0.8000000000000007,0.9599613378906249,
2020-09-16,60.22999954223633,61.849998474121094,59.400001525878906,60.54999923706055,60.54999923706055,520900,APPN,5.0,0.8000000000000007,0.9599613378906249,
2020-09-17,58.869998931884766,59.3120002746582,56.970001220703125,57.779998779296875,57.779998779296875,532300,APPN,5.0,0.8000000000000007,0.9599613378906249,
2020-09-18,58.5,59.0,55.349998474121094,56.650001525878906,56.650001525878906,1062100,APPN,5.0,0.8000000000000007,0.9599613378906249,
2020-09-21,55.470001220703125,57.02000045776367,54.529998779296875,56.97999954223633,56.97999954223633,523300,APPN,5.0,0.8000000000000007,0.9599613378906249,
2020-09-22,57.7599983215332,58.13999938964844,55.91999816894531,58.02000045776367,58.02000045776367,351800,APPN,5.0,0.8000000000000007,0.9599613378906249,
2020-09-23,58.02000045776367,58.97999954223633,56.040000915527344,56.20000076293945,56.20000076293945,414100,APPN,5.0,0.8000000000000007,0.9599613378906249,
2020-09-24,54.86000061035156,58.130001068115234,54.64799880981445,57.369998931884766,57.369998931884766,382400,APPN,5.0,0.8000000000000007,0.9599613378906249,
2020-09-25,57.790000915527344,60.27000045776367,57.70000076293945,60.02000045776367,60.02000045776367,367700,APPN,5.0,0.8000000000000007,0.9599613378906249,
2020-09-28,61.22999954223633,62.779998779296875,61.02000045776367,62.529998779296875,62.529998779296875,504500,APPN,5.0,0.8000000000000007,0.9599613378906249,
2020-09-29,62.29999923706055,66.68000030517578,62.2599983215332,66.23999786376953,66.23999786376953,1046800,APPN,5.0,0.8000000000000007,0.9599613378906249,
2020-09-30,66.30999755859375,67.41999816894531,64.31999969482422,64.75,64.75,660400,APPN,5.0,0.8000000000000007,0.9599613378906249,
2020-10-01,66.59500122070312,67.30000305175781,64.76000213623047,66.72000122070312,66.72000122070312,513900,APPN,5.0,0.8000000000000007,0.9599613378906249,
2020-10-02,64.56999969482422,67.28399658203125,64.12999725341797,65.79000091552734,65.79000091552734,426200,APPN,5.0,0.8000000000000007,0.9599613378906249,
2020-10-05,66.19000244140625,67.84100341796875,65.0199966430664,67.70999908447266,67.70999908447266,438600,APPN,5.0,0.8000000000000007,0.9599613378906249,
2020-10-06,68.24700164794922,71.29000091552734,68.01000213623047,70.1500015258789,70.1500015258789,685700,APPN,5.0,0.8000000000000007,0.9599613378906249,
2020-10-07,71.2300033569336,74.98999786376953,71.2300033569336,73.80999755859375,73.80999755859375,670100,APPN,5.0,0.8000000000000007,0.9599613378906249,
2020-10-08,75.01000213623047,75.25,72.8499984741211,73.16999816894531,73.16999816894531,376000,APPN,5.0,0.8000000000000007,0.9599613378906249,
2020-10-09,73.72000122070312,78.22000122070312,73.3499984741211,77.19000244140625,77.19000244140625,654900,APPN,5.0,0.8000000000000007,0.9599613378906249,
2020-10-12,78.91999816894531,79.7699966430664,75.43199920654297,76.25,76.25,503500,APPN,5.0,0.8000000000000007,0.9599613378906249,
2020-10-13,77.62000274658203,82.91999816894531,77.19999694824219,81.69000244140625,81.69000244140625,1052200,APPN,5.0,0.8000000000000007,0.9599613378906249,
2020-10-14,82.86000061035156,84.80999755859375,79.8499984741211,83.77999877929688,83.77999877929688,672800,APPN,5.0,0.8000000000000007,0.9599613378906249,
2020-10-15,80.79000091552734,81.91000366210938,78.75,80.04000091552734,80.04000091552734,739900,APPN,5.0,0.8000000000000007,0.9599613378906249,
2020-10-16,80.16000366210938,83.31999969482422,80.08000183105469,81.76000213623047,81.76000213623047,419600,APPN,5.0,0.8000000000000007,0.9599613378906249,
2020-10-19,82.02999877929688,83.75499725341797,82.0,82.19999694824219,82.19999694824219,491800,APPN,5.0,0.8000000000000007,0.9599613378906249,
2020-10-20,83.19999694824219,83.98999786376953,81.5,81.9000015258789,81.9000015258789,421700,APPN,5.0,0.8000000000000007,0.9599613378906249,
2020-10-21,82.06999969482422,83.5999984741211,79.72000122070312,79.98999786376953,79.98999786376953,501200,APPN,5.0,0.8000000000000007,0.9599613378906249,
2020-10-22,79.79000091552734,80.5,75.94000244140625,79.20999908447266,79.20999908447266,435800,APPN,5.0,0.8000000000000007,0.9599613378906249,
2020-10-23,79.87000274658203,79.87000274658203,76.94200134277344,78.27999877929688,78.27999877929688,466200,APPN,5.0,0.8000000000000007,0.9599613378906249,
2020-10-26,76.9000015258789,78.01000213623047,70.12000274658203,70.80999755859375,70.80999755859375,1209600,APPN,5.0,0.8000000000000007,0.9599613378906249,
2020-10-27,72.2300033569336,73.0,67.06500244140625,67.16000366210938,67.16000366210938,972300,APPN,5.0,0.8000000000000007,0.9599613378906249,
2020-10-28,65.0999984741211,66.5,64.12000274658203,64.83999633789062,64.83999633789062,715000,APPN,5.0,0.8000000000000007,0.9599613378906249,
2020-10-29,65.8499984741211,66.58000183105469,63.810001373291016,65.43000030517578,65.43000030517578,570400,APPN,5.0,0.8000000000000007,0.9599613378906249,
2020-10-30,64.29000091552734,65.5999984741211,62.290000915527344,63.29999923706055,63.29999923706055,518600,APPN,5.0,0.8000000000000007,0.9599613378906249,
2020-11-02,64.72699737548828,65.91000366210938,63.0099983215332,65.51000213623047,65.51000213623047,611800,APPN,5.0,0.8000000000000007,0.9599613378906249,
2020-11-03,66.0999984741211,68.11799621582031,65.7020034790039,67.54000091552734,67.54000091552734,556200,APPN,5.0,0.8000000000000007,0.9599613378906249,
2020-11-04,70.33999633789062,71.31700134277344,67.72000122070312,70.66000366210938,70.66000366210938,540200,APPN,5.0,0.8000000000000007,0.9599613378906249,
2020-11-05,73.0,76.41000366210938,72.0,75.22000122070312,75.22000122070312,944800,APPN,5.0,0.8000000000000007,0.9599613378906249,
2020-11-06,82.83999633789062,93.5199966430664,79.52999877929688,90.58000183105469,90.58000183105469,1372000,APPN,5.0,0.8000000000000007,0.9599613378906249,
2020-11-09,91.25,98.52999877929688,90.0,96.62000274658203,96.62000274658203,1319100,APPN,5.0,0.8000000000000007,0.9599613378906249,
2020-11-10,93.02999877929688,97.69000244140625,92.38999938964844,96.66999816894531,96.66999816894531,1418700,APPN,5.0,0.8000000000000007,0.9599613378906249,
2020-11-11,96.66000366210938,96.94999694824219,89.12999725341797,90.12000274658203,90.12000274658203,968000,APPN,5.0,0.8000000000000007,0.9599613378906249,
2020-11-12,89.69000244140625,96.11000061035156,89.69000244140625,94.4000015258789,94.4000015258789,931300,APPN,5.0,0.8000000000000007,0.9599613378906249,
2020-11-13,99.51000213623047,100.96700286865234,95.80999755859375,99.08999633789062,99.08999633789062,1008400,APPN,5.0,0.8000000000000007,0.9599613378906249,
2020-11-16,102.0,106.11000061035156,98.75,105.05999755859375,105.05999755859375,967300,APPN,5.0,0.8000000000000007,0.9599613378906249,
2020-11-17,105.55000305175781,109.53500366210938,104.0,107.73999786376953,107.73999786376953,819500,APPN,5.0,0.8000000000000007,0.9599613378906249,
2020-11-18,108.51000213623047,118.16999816894531,108.08000183105469,110.93000030517578,110.93000030517578,1464700,APPN,5.0,0.8000000000000007,0.9599613378906249,
2020-11-19,112.0,123.0,111.125,119.0,119.0,1857200,APPN,5.0,0.8000000000000007,0.9599613378906249,
2020-11-20,121.44999694824219,129.36000061035156,119.5,125.05999755859375,125.05999755859375,1796200,APPN,5.0,0.8000000000000007,0.9599613378906249,
2020-11-23,126.5999984741211,138.64999389648438,126.5999984741211,137.0399932861328,137.0399932861328,1896500,APPN,5.0,0.8000000000000007,0.9599613378906249,
2020-11-24,138.99000549316406,139.7449951171875,125.5,132.80999755859375,132.80999755859375,1771900,APPN,5.0,0.8000000000000007,0.9599613378906249,
2020-11-25,133.22000122070312,176.39999389648438,133.22000122070312,174.89999389648438,174.89999389648438,4952300,APPN,5.0,0.8000000000000007,0.9599613378906249,
2020-11-27,176.88400268554688,216.41000366210938,170.89999389648438,193.8699951171875,193.8699951171875,4510600,APPN,5.0,0.8000000000000007,0.9599613378906249,
2020-11-30,191.07000732421875,195.0,139.8300018310547,140.0,140.0,7563900,APPN,5.0,0.8000000000000007,0.9599613378906249,
2020-12-01,145.0,145.99000549316406,126.54000091552734,137.10000610351562,137.10000610351562,5383300,APPN,5.0,0.8000000000000007,0.9599613378906249,
2020-12-02,132.6300048828125,138.1999969482422,128.27999877929688,136.25999450683594,136.25999450683594,2023600,APPN,5.0,0.8000000000000007,0.9599613378906249,
2020-12-03,134.18299865722656,148.75,131.66000366210938,147.10000610351562,147.10000610351562,1869200,APPN,5.0,0.8000000000000007,0.9599613378906249,
2020-12-04,148.60000610351562,159.75,148.3000030517578,151.22000122070312,151.22000122070312,2034900,APPN,5.0,0.8000000000000007,0.9599613378906249,
2020-12-07,152.00999450683594,160.47999572753906,150.25999450683594,157.42999267578125,157.42999267578125,1481600,APPN,5.0,0.8000000000000007,0.9599613378906249,
2020-12-08,159.3000030517578,165.1199951171875,152.1300048828125,154.0399932861328,154.0399932861328,1556712,APPN,5.0,0.8000000000000007,0.9599613378906249,
2020-09-09,30.6299991607666,31.229999542236328,30.200000762939453,31.100000381469727,31.100000381469727,734100,FUTU,5.0,1.4000000000000001,0.8100604931640624,
2020-09-10,31.350000381469727,31.75,30.80500030517578,31.079999923706055,31.079999923706055,876000,FUTU,5.0,1.4000000000000001,0.8100604931640624,
2020-09-11,31.09000015258789,31.729999542236328,30.260000228881836,30.739999771118164,30.739999771118164,641200,FUTU,5.0,1.4000000000000001,0.8100604931640624,
2020-09-14,31.0,32.79999923706055,30.860000610351562,32.20000076293945,32.20000076293945,1281500,FUTU,5.0,1.4000000000000001,0.8100604931640624,
2020-09-15,32.65999984741211,33.279998779296875,32.349998474121094,32.790000915527344,32.790000915527344,1043600,FUTU,5.0,1.4000000000000001,0.8100604931640624,
2020-09-16,32.77000045776367,33.119998931884766,31.8799991607666,32.36000061035156,32.36000061035156,1049600,FUTU,5.0,1.4000000000000001,0.8100604931640624,
2020-09-17,31.18000030517578,32.36000061035156,30.152999877929688,30.59000015258789,30.59000015258789,1339200,FUTU,5.0,1.4000000000000001,0.8100604931640624,
2020-09-18,31.0,31.190000534057617,29.690000534057617,30.280000686645508,30.280000686645508,937900,FUTU,5.0,1.4000000000000001,0.8100604931640624,
2020-09-21,29.329999923706055,30.25,28.459999084472656,30.18000030517578,30.18000030517578,931700,FUTU,5.0,1.4000000000000001,0.8100604931640624,
2020-09-22,30.010000228881836,30.100000381469727,28.940000534057617,29.739999771118164,29.739999771118164,648500,FUTU,5.0,1.4000000000000001,0.8100604931640624,
2020-09-23,29.850000381469727,31.350000381469727,29.459999084472656,29.649999618530273,29.649999618530273,868400,FUTU,5.0,1.4000000000000001,0.8100604931640624,
2020-09-24,29.3799991607666,30.094999313354492,28.889999389648438,29.56999969482422,29.56999969482422,829500,FUTU,5.0,1.4000000000000001,0.8100604931640624,
2020-09-25,29.56999969482422,30.149999618530273,28.9950008392334,29.959999084472656,29.959999084472656,1044500,FUTU,5.0,1.4000000000000001,0.8100604931640624,
2020-09-28,30.43000030517578,30.520000457763672,29.239999771118164,29.420000076293945,29.420000076293945,670900,FUTU,5.0,1.4000000000000001,0.8100604931640624,
2020-09-29,29.420000076293945,29.530000686645508,28.1200008392334,28.5,28.5,940300,FUTU,5.0,1.4000000000000001,0.8100604931640624,
2020-09-30,29.030000686645508,29.6200008392334,28.583999633789062,28.6200008392334,28.6200008392334,598700,FUTU,5.0,1.4000000000000001,0.8100604931640624,
2020-10-01,28.93000030517578,29.219999313354492,28.40999984741211,29.020000457763672,29.020000457763672,709800,FUTU,5.0,1.4000000000000001,0.8100604931640624,
2020-10-02,28.21500015258789,28.790000915527344,27.520000457763672,27.6200008392334,27.6200008392334,1041500,FUTU,5.0,1.4000000000000001,0.8100604931640624,
2020-10-05,28.0,28.649999618530273,27.149999618530273,27.520000457763672,27.520000457763672,928600,FUTU,5.0,1.4000000000000001,0.8100604931640624,
2020-10-06,28.0,30.200000762939453,27.969999313354492,28.610000610351562,28.610000610351562,1977600,FUTU,5.0,1.4000000000000001,0.8100604931640624,
2020-10-07,29.68000030517578,32.04999923706055,29.540000915527344,32.040000915527344,32.040000915527344,2343500,FUTU,5.0,1.4000000000000001,0.8100604931640624,
2020-10-08,32.79999923706055,32.880001068115234,30.670000076293945,31.200000762939453,31.200000762939453,1571400,FUTU,5.0,1.4000000000000001,0.8100604931640624,
2020-10-09,31.25,32.459999084472656,31.25,32.06999969482422,32.06999969482422,1063700,FUTU,5.0,1.4000000000000001,0.8100604931640624,
2020-10-12,33.0,33.5,31.399999618530273,31.489999771118164,31.489999771118164,1602600,FUTU,5.0,1.4000000000000001,0.8100604931640624,
2020-10-13,31.389999389648438,31.75,30.290000915527344,31.010000228881836,31.010000228881836,855800,FUTU,5.0,1.4000000000000001,0.8100604931640624,
2020-10-14,30.559999465942383,31.219999313354492,30.110000610351562,30.639999389648438,30.639999389648438,1253100,FUTU,5.0,1.4000000000000001,0.8100604931640624,
2020-10-15,30.200000762939453,31.079999923706055,29.799999237060547,30.969999313354492,30.969999313354492,1274300,FUTU,5.0,1.4000000000000001,0.8100604931640624,
2020-10-16,31.270000457763672,31.44499969482422,30.68000030517578,30.989999771118164,30.989999771118164,768700,FUTU,5.0,1.4000000000000001,0.8100604931640624,
2020-10-19,31.06999969482422,32.25,30.68000030517578,30.959999084472656,30.959999084472656,1036700,FUTU,5.0,1.4000000000000001,0.8100604931640624,
2020-10-20,31.3799991607666,35.0,31.079999923706055,34.47999954223633,34.47999954223633,3245900,FUTU,5.0,1.4000000000000001,0.8100604931640624,
2020-10-21,33.900001525878906,34.290000915527344,31.600000381469727,31.760000228881836,31.760000228881836,2280200,FUTU,5.0,1.4000000000000001,0.8100604931640624,
2020-10-22,32.939998626708984,34.0,32.33000183105469,32.5099983215332,32.5099983215332,1946000,FUTU,5.0,1.4000000000000001,0.8100604931640624,
