Date,Open,High,Low,Close,Stock,putIV,dt
2020-12-18,18.67,18.67,18.12,18.32,EB,0.6450230810546875,
2020-12-21,17.76,17.94,17.02,17.55,EB,0.6450230810546875,
2020-12-22,17.83,18.4,17.58,18.32,EB,0.6450230810546875,
2020-12-23,18.32,18.93,18.24,18.78,EB,0.6450230810546875,
2020-12-07,22.07,27.4,21.74,26.01,PSTH,0.6640658593750002,
2020-12-08,25.5,25.76,24.91,25.62,PSTH,0.6640658593750002,
2020-12-09,25.89,26.15,25.3,25.91,PSTH,0.6640658593750002,
2020-12-10,25.72,25.8,25.34,25.45,PSTH,0.6640658593750002,
2020-12-11,26.09,26.14,25.62,25.66,PSTH,0.6640658593750002,
2020-12-14,26.1,26.11,25.66,25.79,PSTH,0.6640658593750002,
2020-12-15,25.86,25.98,25.37,25.4,PSTH,0.6640658593750002,
2020-12-16,25.63,25.63,24.9,25.02,PSTH,0.6640658593750002,
2020-12-17,25.0,25.44,24.93,25.2,PSTH,0.6640658593750002,
2020-12-18,25.2,25.34,25.0,25.04,PSTH,0.6640658593750002,
2020-12-21,25.0,25.25,24.91,25.05,PSTH,0.6640658593750002,
2020-12-22,25.45,25.69,25.18,25.3,PSTH,0.6640658593750002,
2020-12-23,25.3,26.48,25.15,26.03,PSTH,0.6640658593750002,
2020-12-07,86.21,122.02,85.27,120.68,ARKK,0.44171700866699215,
2020-12-08,121.27,122.91,120.15,122.17,ARKK,0.44171700866699215,
2020-12-09,123.88,125.53,118.76,119.98,ARKK,0.44171700866699215,
2020-12-10,117.75,125.32,117.72,125.2,ARKK,0.44171700866699215,
2020-12-11,124.94,125.84,121.68,123.87,ARKK,0.44171700866699215,
2020-12-14,126.09,127.65,124.2,124.25,ARKK,0.44171700866699215,
2020-12-15,126.45,126.45,123.24,124.3,ARKK,0.44171700866699215,
2020-12-16,124.7,125.13,122.52,123.95,ARKK,0.44171700866699215,
2020-12-17,125.34,126.54,124.79,126.07,ARKK,0.44171700866699215,
2020-12-18,127.57,128.2,125.94,127.3,ARKK,0.44171700866699215,
2020-12-21,126.97,133.01,126.25,131.34,ARKK,0.44171700866699215,
2020-12-22,134.4,135.73,132.67,135.05,ARKK,0.44171700866699215,
2020-12-23,137.02,137.08,132.81,134.96,ARKK,0.44171700866699215,
2020-12-02,14.96,27.0,14.01,26.48,IPOB,1.548342102050781,
2020-12-03,21.17,21.89,20.9,21.42,IPOB,1.548342102050781,
2020-12-04,21.8,21.9,21.11,21.67,IPOB,1.548342102050781,
2020-12-07,23.54,25.64,23.19,25.59,IPOB,1.548342102050781,
2020-12-08,26.22,26.5,23.9,25.15,IPOB,1.548342102050781,
2020-12-09,25.75,27.68,24.1,26.82,IPOB,1.548342102050781,
2020-12-10,25.54,26.86,25.35,26.22,IPOB,1.548342102050781,
2020-12-11,25.78,26.79,24.26,25.43,IPOB,1.548342102050781,
2020-12-14,26.45,29.48,25.7,29.48,IPOB,1.548342102050781,
2020-12-15,28.52,29.45,27.61,27.88,IPOB,1.548342102050781,
2020-12-16,28.08,28.11,24.66,25.67,IPOB,1.548342102050781,
2020-12-17,26.69,29.44,26.05,29.44,IPOB,1.548342102050781,
2020-12-18,29.0,30.6,28.13,29.5,IPOB,1.548342102050781,
2020-12-07,51.31,66.76,50.06,66.63,TJX,0.30274134765625,
2020-12-08,65.18,65.78,65.0,65.42,TJX,0.30274134765625,
2020-12-09,66.13,66.89,65.67,66.72,TJX,0.30274134765625,
2020-12-10,65.96,66.9,65.57,66.52,TJX,0.30274134765625,
2020-12-11,66.05,66.33,65.49,66.06,TJX,0.30274134765625,
2020-12-14,66.92,66.95,65.31,65.34,TJX,0.30274134765625,
2020-12-15,66.42,66.76,65.61,66.74,TJX,0.30274134765625,
2020-12-16,67.13,67.19,66.33,66.62,TJX,0.30274134765625,
2020-12-17,67.13,67.68,66.8,67.51,TJX,0.30274134765625,
2020-12-18,67.65,68.1,66.78,67.7,TJX,0.30274134765625,
2020-12-21,66.42,67.56,66.14,67.24,TJX,0.30274134765625,
2020-12-22,67.13,67.73,66.67,66.97,TJX,0.30274134765625,
2020-12-23,67.42,68.08,67.31,67.34,TJX,0.30274134765625,
2020-12-07,175.0,288.7,166.48,283.45,QDEL,0.7549462982177735,
2020-12-08,194.85,196.58,189.71,195.37,QDEL,0.7549462982177735,
2020-12-09,193.91,197.92,189.17,189.97,QDEL,0.7549462982177735,
2020-12-10,189.0,199.25,187.01,197.09,QDEL,0.7549462982177735,
2020-12-11,197.15,203.99,195.18,202.56,QDEL,0.7549462982177735,
2020-12-14,204.0,212.79,204.0,206.93,QDEL,0.7549462982177735,
2020-12-15,207.48,208.0,196.04,200.86,QDEL,0.7549462982177735,
2020-12-16,201.82,203.58,190.6,193.14,QDEL,0.7549462982177735,
2020-12-17,194.59,197.35,191.0,196.43,QDEL,0.7549462982177735,
2020-12-18,197.44,198.51,186.07,189.5,QDEL,0.7549462982177735,
2020-12-21,195.5,207.99,194.01,205.45,QDEL,0.7549462982177735,
2020-12-22,207.05,210.54,199.15,203.6,QDEL,0.7549462982177735,
2020-12-23,201.74,202.59,195.43,200.01,QDEL,0.7549462982177735,
2020-12-07,44.63,58.18,44.33,57.73,DOW,0.3803772900390625,
2020-12-08,52.9,54.67,52.8,54.55,DOW,0.3803772900390625,
2020-12-09,54.94,55.75,54.35,54.66,DOW,0.3803772900390625,
2020-12-10,54.66,55.11,54.04,54.43,DOW,0.3803772900390625,
2020-12-11,54.29,54.45,53.57,54.0,DOW,0.3803772900390625,
2020-12-14,54.6,54.76,53.03,53.06,DOW,0.3803772900390625,
2020-12-15,53.85,54.15,53.15,54.13,DOW,0.3803772900390625,
2020-12-16,54.03,54.11,53.24,53.83,DOW,0.3803772900390625,
2020-12-17,54.2,54.33,53.58,53.83,DOW,0.3803772900390625,
2020-12-18,55.11,55.75,54.24,55.66,DOW,0.3803772900390625,
2020-12-21,54.05,55.2,53.73,55.08,DOW,0.3803772900390625,
2020-12-22,55.01,55.27,54.44,54.67,DOW,0.3803772900390625,
2020-12-23,55.02,55.77,54.73,54.75,DOW,0.3803772900390625,
2020-12-07,200.68,256.0,185.36,243.22,DOCU,0.5231981274414061,
2020-12-08,235.22,237.5,228.66,234.82,DOCU,0.5231981274414061,
2020-12-09,232.1,234.0,219.71,220.97,DOCU,0.5231981274414061,
2020-12-10,217.33,227.5,216.0,222.59,DOCU,0.5231981274414061,
2020-12-11,223.0,228.21,220.93,225.49,DOCU,0.5231981274414061,
2020-12-14,224.85,228.79,222.7,228.33,DOCU,0.5231981274414061,
2020-12-15,229.54,237.74,228.2,233.7,DOCU,0.5231981274414061,
2020-12-16,234.29,239.7,233.26,237.08,DOCU,0.5231981274414061,
2020-12-17,238.95,247.74,238.07,247.0,DOCU,0.5231981274414061,
2020-12-18,248.43,249.25,238.51,241.0,DOCU,0.5231981274414061,
2020-12-21,242.89,249.9,239.41,248.0,DOCU,0.5231981274414061,
2020-12-22,250.0,252.79,243.8,251.6,DOCU,0.5231981274414061,
2020-12-23,252.0,252.33,242.61,244.05,DOCU,0.5231981274414061,
2020-12-07,55.93,74.64,55.36,74.5,CVS,0.31836619140624994,
2020-12-08,72.73,73.94,72.62,73.86,CVS,0.31836619140624994,
2020-12-09,74.38,74.44,72.86,73.53,CVS,0.31836619140624994,
2020-12-10,72.77,73.16,72.08,72.21,CVS,0.31836619140624994,
2020-12-11,72.0,72.11,70.65,71.58,CVS,0.31836619140624994,
2020-12-14,72.31,72.33,69.68,69.72,CVS,0.31836619140624994,
2020-12-15,70.08,70.19,68.8,69.89,CVS,0.31836619140624994,
2020-12-16,69.15,69.63,68.35,69.32,CVS,0.31836619140624994,
2020-12-17,69.45,69.89,68.69,69.59,CVS,0.31836619140624994,
2020-12-18,69.74,69.79,68.82,69.55,CVS,0.31836619140624994,
2020-12-21,68.7,68.96,67.96,68.71,CVS,0.31836619140624994,
2020-12-22,68.43,68.55,67.06,67.22,CVS,0.31836619140624994,
2020-12-23,67.53,68.48,67.49,68.01,CVS,0.31836619140624994,
2020-12-07,53.71,76.59,52.09,74.07,PENN,0.6892120922851563,
2020-12-08,72.0,79.74,71.4,78.77,PENN,0.6892120922851563,
2020-12-09,78.28,80.87,74.11,74.67,PENN,0.6892120922851563,
2020-12-10,73.4,76.65,72.09,75.54,PENN,0.6892120922851563,
2020-12-11,75.37,78.34,72.98,74.42,PENN,0.6892120922851563,
2020-12-14,76.0,84.49,75.54,79.01,PENN,0.6892120922851563,
2020-12-15,79.53,83.14,77.05,83.09,PENN,0.6892120922851563,
2020-12-16,82.71,89.1,81.65,88.73,PENN,0.6892120922851563,
2020-12-17,88.8,91.85,86.94,91.54,PENN,0.6892120922851563,
2020-12-18,92.38,95.58,90.03,91.94,PENN,0.6892120922851563,
2020-12-21,89.31,93.72,88.59,92.72,PENN,0.6892120922851563,
2020-12-22,92.93,96.59,90.01,95.72,PENN,0.6892120922851563,
2020-12-23,97.32,99.24,95.59,96.09,PENN,0.6892120922851563,
2020-12-07,20.07,30.79,19.55,30.72,MGM,0.4985401708984375,
2020-12-08,29.5,30.35,29.5,29.89,MGM,0.4985401708984375,
2020-12-09,30.15,30.49,29.69,29.94,MGM,0.4985401708984375,
2020-12-10,29.64,31.05,29.58,30.93,MGM,0.4985401708984375,
2020-12-11,30.79,31.08,29.75,30.18,MGM,0.4985401708984375,
2020-12-14,30.68,30.71,29.38,29.51,MGM,0.4985401708984375,
2020-12-15,30.01,30.85,29.53,30.76,MGM,0.4985401708984375,
2020-12-16,30.81,31.17,30.41,30.98,MGM,0.4985401708984375,
2020-12-17,31.16,31.19,30.66,31.12,MGM,0.4985401708984375,
2020-12-18,31.06,31.83,30.87,31.67,MGM,0.4985401708984375,
2020-12-21,30.35,31.0,29.95,30.49,MGM,0.4985401708984375,
2020-12-22,30.48,30.59,29.79,30.35,MGM,0.4985401708984375,
2020-12-23,30.5,31.39,30.46,30.98,MGM,0.4985401708984375,
2020-12-07,199.85,228.12,199.2,223.72,MSFT,0.32434757690429683,
2020-12-08,213.97,216.95,212.89,216.01,MSFT,0.32434757690429683,
2020-12-09,215.16,215.23,211.21,211.8,MSFT,0.32434757690429683,
2020-12-10,211.77,213.08,210.36,210.52,MSFT,0.32434757690429683,
2020-12-11,210.05,213.32,209.11,213.26,MSFT,0.32434757690429683,
2020-12-14,213.1,216.21,212.88,214.2,MSFT,0.32434757690429683,
2020-12-15,215.17,215.42,212.24,214.13,MSFT,0.32434757690429683,
2020-12-16,214.75,220.11,214.72,219.28,MSFT,0.32434757690429683,
2020-12-17,219.87,220.89,217.92,219.42,MSFT,0.32434757690429683,
2020-12-18,218.59,219.69,216.02,218.59,MSFT,0.32434757690429683,
2020-12-21,217.55,224.0,217.28,222.59,MSFT,0.32434757690429683,
2020-12-22,222.69,225.63,221.85,223.94,MSFT,0.32434757690429683,
2020-12-23,223.11,223.56,220.8,221.02,MSFT,0.32434757690429683,
2020-12-07,2977.79,3496.24,2950.12,3443.63,AMZN,0.35079460857391354,
2020-12-08,3158.9,3184.13,3120.02,3177.29,AMZN,0.35079460857391354,
2020-12-09,3167.89,3174.43,3088.0,3104.2,AMZN,0.35079460857391354,
2020-12-10,3088.99,3142.1,3076.0,3101.49,AMZN,0.35079460857391354,
2020-12-11,3096.66,3118.67,3072.82,3116.42,AMZN,0.35079460857391354,
2020-12-14,3143.0,3190.47,3126.0,3156.97,AMZN,0.35079460857391354,
2020-12-15,3181.01,3188.5,3130.49,3165.12,AMZN,0.35079460857391354,
2020-12-16,3176.01,3247.0,3163.68,3240.96,AMZN,0.35079460857391354,
2020-12-17,3250.0,3263.51,3221.0,3236.08,AMZN,0.35079460857391354,
2020-12-18,3243.99,3249.42,3171.6,3201.65,AMZN,0.35079460857391354,
2020-12-21,3200.01,3226.97,3166.0,3206.18,AMZN,0.35079460857391354,
2020-12-22,3202.84,3222.0,3180.08,3206.52,AMZN,0.35079460857391354,
2020-12-23,3205.0,3210.0,3184.17,3185.27,AMZN,0.35079460857391354,
2020-12-07,1402.68,1843.83,1402.15,1824.97,GOOGL,0.2931741825866699,
2020-12-08,1808.52,1815.97,1791.28,1811.33,GOOGL,0.2931741825866699,
2020-12-09,1810.36,1828.37,1762.0,1777.86,GOOGL,0.2931741825866699,
2020-12-10,1762.6,1774.99,1733.53,1767.65,GOOGL,0.2931741825866699,
2020-12-11,1760.0,1777.31,1752.74,1774.8,GOOGL,0.2931741825866699,
2020-12-14,1770.72,1789.8,1749.13,1752.26,GOOGL,0.2931741825866699,
2020-12-15,1759.86,1764.0,1741.67,1761.08,GOOGL,0.2931741825866699,
2020-12-16,1769.11,1769.11,1749.06,1757.19,GOOGL,0.2931741825866699,
2020-12-17,1763.93,1766.71,1731.15,1740.51,GOOGL,0.2931741825866699,
2020-12-18,1746.17,1748.36,1715.0,1726.22,GOOGL,0.2931741825866699,
2020-12-21,1709.13,1737.0,1694.0,1734.56,GOOGL,0.2931741825866699,
2020-12-22,1729.33,1732.61,1705.78,1720.22,GOOGL,0.2931741825866699,
2020-12-23,1723.93,1742.84,1721.5,1728.23,GOOGL,0.2931741825866699,
2020-12-07,33.37,44.87,33.36,44.1,WBA,0.39551385742187506,
2020-12-08,41.91,42.47,41.66,41.99,WBA,0.39551385742187506,
2020-12-09,42.53,42.62,41.46,41.77,WBA,0.39551385742187506,
2020-12-10,41.37,42.04,41.28,41.65,WBA,0.39551385742187506,
2020-12-11,41.6,41.67,40.85,41.53,WBA,0.39551385742187506,
2020-12-14,42.05,42.14,41.2,41.48,WBA,0.39551385742187506,
2020-12-15,41.6,42.01,41.19,41.33,WBA,0.39551385742187506,
2020-12-16,41.4,41.4,40.24,40.44,WBA,0.39551385742187506,
2020-12-17,40.83,40.96,40.35,40.88,WBA,0.39551385742187506,
2020-12-18,40.99,41.18,40.4,40.69,WBA,0.39551385742187506,
2020-12-21,40.55,41.02,40.16,40.67,WBA,0.39551385742187506,
2020-12-22,40.6,40.61,39.17,39.27,WBA,0.39551385742187506,
2020-12-23,39.47,40.24,39.44,39.87,WBA,0.39551385742187506,
2020-12-07,70.0,85.76,68.66,85.02,GDDY,0.4420221813964844,
2020-12-08,85.22,87.42,84.73,87.31,GDDY,0.4420221813964844,
2020-12-09,87.11,87.25,83.61,83.82,GDDY,0.4420221813964844,
2020-12-10,83.25,84.91,82.77,84.48,GDDY,0.4420221813964844,
2020-12-11,84.34,85.68,83.68,85.67,GDDY,0.4420221813964844,
2020-12-14,85.82,86.8,84.59,84.6,GDDY,0.4420221813964844,
2020-12-15,85.4,85.97,84.52,85.84,GDDY,0.4420221813964844,
2020-12-16,87.05,91.81,85.82,88.0,GDDY,0.4420221813964844,
2020-12-17,88.62,88.9,86.74,86.82,GDDY,0.4420221813964844,
2020-12-18,86.39,87.1,84.51,85.03,GDDY,0.4420221813964844,
2020-12-21,84.07,84.71,82.18,84.19,GDDY,0.4420221813964844,
2020-12-22,84.58,85.85,84.34,85.3,GDDY,0.4420221813964844,
2020-12-23,84.7,85.53,84.0,84.66,GDDY,0.4420221813964844,
2020-12-07,6.59,9.5,6.41,9.45,F,0.4023497265625,
2020-12-08,9.19,9.33,9.17,9.25,F,0.4023497265625,
2020-12-09,9.31,9.49,9.29,9.45,F,0.4023497265625,
2020-12-10,9.31,9.32,9.1,9.12,F,0.4023497265625,
2020-12-11,9.19,9.19,9.01,9.02,F,0.4023497265625,
2020-12-14,9.13,9.18,8.88,8.91,F,0.4023497265625,
2020-12-15,9.03,9.15,8.94,9.15,F,0.4023497265625,
2020-12-16,9.17,9.18,8.97,9.04,F,0.4023497265625,
2020-12-17,9.09,9.13,9.0,9.08,F,0.4023497265625,
2020-12-18,9.09,9.09,8.91,8.95,F,0.4023497265625,
2020-12-21,8.87,9.01,8.79,8.93,F,0.4023497265625,
2020-12-22,8.98,8.99,8.75,8.79,F,0.4023497265625,
2020-12-23,8.82,9.03,8.8,8.99,F,0.4023497265625,
2020-12-07,145.75,244.08,141.58,238.17,BA,0.5398605584716798,
2020-12-08,238.7,241.7,234.46,236.57,BA,0.5398605584716798,
2020-12-09,238.64,240.84,228.28,232.06,BA,0.5398605584716798,
2020-12-10,228.1,237.01,228.02,234.43,BA,0.5398605584716798,
2020-12-11,232.82,236.22,228.33,230.33,BA,0.5398605584716798,
2020-12-14,235.0,237.63,228.37,228.62,BA,0.5398605584716798,
2020-12-15,230.0,232.5,224.36,229.5,BA,0.5398605584716798,
2020-12-16,229.33,232.37,225.3,225.87,BA,0.5398605584716798,
2020-12-17,227.24,228.49,220.53,221.24,BA,0.5398605584716798,
2020-12-18,222.05,223.46,218.61,219.75,BA,0.5398605584716798,
2020-12-21,212.34,219.43,211.1,219.31,BA,0.5398605584716798,
2020-12-22,223.28,223.89,217.7,218.78,BA,0.5398605584716798,
2020-12-23,219.55,224.4,219.32,219.69,BA,0.5398605584716798,
2020-12-07,16.26,26.99,15.76,26.87,GPS,0.508793974609375,
2020-12-08,21.0,21.68,20.82,21.49,GPS,0.508793974609375,
2020-12-09,21.62,22.1,21.37,21.81,GPS,0.508793974609375,
2020-12-10,21.6,22.12,21.39,21.63,GPS,0.508793974609375,
2020-12-11,21.55,21.57,20.76,20.85,GPS,0.508793974609375,
2020-12-14,20.98,21.03,20.28,20.34,GPS,0.508793974609375,
2020-12-15,20.43,20.86,20.38,20.69,GPS,0.508793974609375,
2020-12-16,20.66,20.92,20.01,20.33,GPS,0.508793974609375,
2020-12-17,20.37,20.79,20.12,20.75,GPS,0.508793974609375,
2020-12-18,20.64,20.75,20.02,20.21,GPS,0.508793974609375,
2020-12-21,19.6,20.6,19.55,20.4,GPS,0.508793974609375,
2020-12-22,20.47,20.67,20.03,20.07,GPS,0.508793974609375,
2020-12-23,20.05,20.84,20.02,20.7,GPS,0.508793974609375,
2020-12-07,27.15,37.24,26.99,36.95,VIAC,0.7807639111328125,
2020-12-08,36.8,37.32,36.46,36.65,VIAC,0.7807639111328125,
2020-12-09,36.48,36.67,36.06,36.44,VIAC,0.7807639111328125,
2020-12-10,35.93,36.6,35.57,35.87,VIAC,0.7807639111328125,
2020-12-11,35.46,35.82,34.91,35.6,VIAC,0.7807639111328125,
2020-12-14,35.85,35.91,34.37,34.67,VIAC,0.7807639111328125,
2020-12-15,34.93,35.42,34.45,35.14,VIAC,0.7807639111328125,
2020-12-16,35.17,36.42,34.91,35.89,VIAC,0.7807639111328125,
2020-12-17,36.03,36.28,35.39,36.2,VIAC,0.7807639111328125,
2020-12-18,35.48,35.8,34.87,35.26,VIAC,0.7807639111328125,
2020-12-21,34.58,34.89,34.13,34.85,VIAC,0.7807639111328125,
2020-12-22,34.88,35.05,34.12,34.89,VIAC,0.7807639111328125,
2020-12-23,34.92,36.44,34.91,35.95,VIAC,0.7807639111328125,
2020-12-07,10.99,21.3,10.75,20.99,MDP,0.0,
2020-12-08,20.25,20.96,20.24,20.95,MDP,0.0,
2020-12-09,21.0,21.59,20.73,20.94,MDP,0.0,
2020-12-10,20.65,20.83,19.78,20.16,MDP,0.0,
2020-12-11,19.79,20.12,19.53,19.56,MDP,0.0,
2020-12-14,19.93,20.0,18.9,19.4,MDP,0.0,
2020-12-15,19.43,20.54,19.2,20.39,MDP,0.0,
2020-12-16,20.41,20.6,19.7,19.77,MDP,0.0,
2020-12-17,19.83,19.87,18.86,19.28,MDP,0.0,
2020-12-18,19.2,19.67,18.67,18.91,MDP,0.0,
2020-12-21,18.36,18.92,18.22,18.63,MDP,0.0,
2020-12-22,18.63,18.63,18.0,18.49,MDP,0.0,
2020-12-23,18.65,19.62,18.54,19.45,MDP,0.0,
2020-12-07,16.26,24.2,16.05,23.59,ICLN,0.5214891601562499,
2020-12-08,23.28,23.77,23.27,23.73,ICLN,0.5214891601562499,
2020-12-09,23.92,23.95,22.96,23.15,ICLN,0.5214891601562499,
2020-12-10,23.02,23.52,23.0,23.5,ICLN,0.5214891601562499,
2020-12-11,23.4,23.85,23.39,23.63,ICLN,0.5214891601562499,
2020-12-14,24.02,24.09,23.83,23.94,ICLN,0.5214891601562499,
2020-12-15,24.31,25.1,24.16,25.06,ICLN,0.5214891601562499,
2020-12-16,25.13,25.13,24.6,25.06,ICLN,0.5214891601562499,
2020-12-17,25.46,25.56,25.25,25.56,ICLN,0.5214891601562499,
2020-12-18,25.74,26.28,25.66,25.91,ICLN,0.5214891601562499,
2020-12-21,25.74,26.38,25.65,26.36,ICLN,0.5214891601562499,
2020-12-22,27.01,27.46,26.71,27.32,ICLN,0.5214891601562499,
2020-12-23,28.36,28.36,27.62,27.76,ICLN,0.5214891601562499,
2020-12-07,10.21,16.26,10.12,15.83,MJ,0.5283250292968751,
2020-12-08,15.36,15.7,15.27,15.66,MJ,0.5283250292968751,
2020-12-09,15.65,15.68,14.74,15.12,MJ,0.5283250292968751,
2020-12-10,14.91,15.3,14.86,15.29,MJ,0.5283250292968751,
2020-12-11,15.13,15.28,14.99,15.11,MJ,0.5283250292968751,
2020-12-14,15.17,15.37,14.77,14.79,MJ,0.5283250292968751,
2020-12-15,14.88,15.23,14.59,15.2,MJ,0.5283250292968751,
2020-12-16,15.6,15.65,15.18,15.44,MJ,0.5283250292968751,
2020-12-17,15.49,15.49,15.13,15.22,MJ,0.5283250292968751,
2020-12-18,15.23,15.36,15.05,15.19,MJ,0.5283250292968751,
2020-12-21,14.85,14.98,14.69,14.8,MJ,0.5283250292968751,
2020-12-22,14.85,15.02,14.7,14.89,MJ,0.5283250292968751,
2020-12-23,14.83,15.46,14.74,15.27,MJ,0.5283250292968751,
2020-12-07,90.76,139.75,88.0,136.43,PTON,0.6641268939208986,
2020-12-08,115.92,118.55,113.06,118.25,PTON,0.6641268939208986,
2020-12-09,117.65,120.31,110.11,110.79,PTON,0.6641268939208986,
2020-12-10,109.53,119.13,108.18,117.99,PTON,0.6641268939208986,
2020-12-11,117.99,119.44,114.59,117.1,PTON,0.6641268939208986,
2020-12-14,118.01,124.86,117.75,121.91,PTON,0.6641268939208986,
2020-12-15,122.02,127.81,119.78,127.78,PTON,0.6641268939208986,
2020-12-16,128.7,134.22,128.51,134.0,PTON,0.6641268939208986,
2020-12-17,133.97,137.67,133.43,136.8,PTON,0.6641268939208986,
2020-12-18,137.88,142.0,135.6,139.84,PTON,0.6641268939208986,
2020-12-21,141.79,144.88,137.77,144.39,PTON,0.6641268939208986,
2020-12-22,159.2,166.23,155.4,161.21,PTON,0.6641268939208986,
2020-12-23,160.6,163.58,154.26,162.76,PTON,0.6641268939208986,
2020-12-07,116.56,145.0,112.47,142.82,WING,0.485356708984375,
2020-12-08,123.42,125.65,120.95,125.49,WING,0.485356708984375,
2020-12-09,125.0,129.11,124.9,125.8,WING,0.485356708984375,
2020-12-10,125.28,130.07,123.57,129.92,WING,0.485356708984375,
2020-12-11,130.15,131.75,128.26,131.18,WING,0.485356708984375,
2020-12-14,131.68,134.85,130.87,133.74,WING,0.485356708984375,
2020-12-15,133.92,135.43,131.47,132.07,WING,0.485356708984375,
2020-12-16,132.36,138.11,132.22,137.11,WING,0.485356708984375,
2020-12-17,137.53,146.36,137.26,145.83,WING,0.485356708984375,
2020-12-18,146.75,148.71,144.0,144.3,WING,0.485356708984375,
2020-12-21,142.36,146.0,141.5,143.91,WING,0.485356708984375,
2020-12-22,143.82,145.59,142.56,145.07,WING,0.485356708984375,
2020-12-23,145.19,145.58,137.67,140.18,WING,0.485356708984375,
2020-12-07,48.0,74.94,46.28,74.79,OTRK,0.8262956823730467,
2020-12-08,52.42,57.0,52.25,56.88,OTRK,0.8262956823730467,
2020-12-09,58.8,62.34,57.67,59.19,OTRK,0.8262956823730467,
2020-12-10,58.57,59.23,56.05,58.85,OTRK,0.8262956823730467,
2020-12-11,58.53,63.2,58.38,58.52,OTRK,0.8262956823730467,
2020-12-14,59.0,59.7,55.25,56.47,OTRK,0.8262956823730467,
2020-12-15,56.0,61.42,55.82,60.75,OTRK,0.8262956823730467,
2020-12-16,61.93,62.37,59.33,61.05,OTRK,0.8262956823730467,
2020-12-17,61.77,68.39,61.64,66.5,OTRK,0.8262956823730467,
2020-12-18,67.47,69.1,64.75,68.37,OTRK,0.8262956823730467,
2020-12-21,68.27,72.24,66.63,71.68,OTRK,0.8262956823730467,
2020-12-22,72.11,78.27,72.05,78.09,OTRK,0.8262956823730467,
2020-12-23,78.66,78.77,73.13,73.81,OTRK,0.8262956823730467,
2020-12-07,64.25,136.5,62.2,128.83,FSLY,0.6795686340332032,
2020-12-08,86.24,100.8,86.09,97.98,FSLY,0.6795686340332032,
2020-12-09,96.49,97.63,89.35,91.13,FSLY,0.6795686340332032,
2020-12-10,90.0,99.09,89.56,96.85,FSLY,0.6795686340332032,
2020-12-11,96.0,101.09,95.22,95.69,FSLY,0.6795686340332032,
2020-12-14,97.26,98.96,93.91,94.25,FSLY,0.6795686340332032,
2020-12-15,95.06,95.18,90.88,93.9,FSLY,0.6795686340332032,
2020-12-16,94.03,97.48,93.74,95.15,FSLY,0.6795686340332032,
2020-12-17,96.5,102.89,94.91,100.78,FSLY,0.6795686340332032,
2020-12-18,102.32,105.62,98.59,101.78,FSLY,0.6795686340332032,
2020-12-21,99.0,104.81,98.8,101.21,FSLY,0.6795686340332032,
2020-12-22,102.18,107.93,101.97,104.77,FSLY,0.6795686340332032,
2020-12-23,105.1,105.3,100.39,100.62,FSLY,0.6795686340332032,
2020-12-07,1003.63,1589.11,986.83,1575.6,MELI,0.43628493408203123,
2020-12-08,1580.0,1628.91,1575.0,1615.88,MELI,0.43628493408203123,
2020-12-09,1619.88,1619.88,1517.09,1536.54,MELI,0.43628493408203123,
2020-12-10,1531.55,1598.0,1512.6,1589.52,MELI,0.43628493408203123,
2020-12-11,1597.0,1606.63,1572.03,1606.63,MELI,0.43628493408203123,
2020-12-14,1612.0,1640.0,1610.0,1618.06,MELI,0.43628493408203123,
2020-12-15,1634.11,1676.92,1634.11,1668.99,MELI,0.43628493408203123,
2020-12-16,1670.0,1675.23,1640.0,1669.54,MELI,0.43628493408203123,
2020-12-17,1671.77,1694.0,1661.47,1679.99,MELI,0.43628493408203123,
2020-12-18,1697.66,1727.97,1676.38,1723.68,MELI,0.43628493408203123,
2020-12-21,1707.65,1726.71,1665.3,1697.89,MELI,0.43628493408203123,
2020-12-22,1713.65,1735.75,1701.68,1732.39,MELI,0.43628493408203123,
2020-12-23,1729.26,1735.39,1667.29,1670.01,MELI,0.43628493408203123,
2020-12-07,144.94,203.42,142.41,198.78,SE,0.5198412274169921,
2020-12-08,199.0,207.51,197.6,205.87,SE,0.5198412274169921,
2020-12-09,208.55,212.33,200.4,202.68,SE,0.5198412274169921,
2020-12-10,194.92,201.7,194.04,198.95,SE,0.5198412274169921,
2020-12-11,194.3,195.9,190.25,193.38,SE,0.5198412274169921,
2020-12-14,195.0,195.68,189.06,190.26,SE,0.5198412274169921,
2020-12-15,191.5,191.75,186.0,188.09,SE,0.5198412274169921,
2020-12-16,189.67,196.44,188.38,192.99,SE,0.5198412274169921,
2020-12-17,195.46,198.45,194.03,198.05,SE,0.5198412274169921,
2020-12-18,198.96,200.85,196.6,200.35,SE,0.5198412274169921,
2020-12-21,197.0,201.5,192.85,196.9,SE,0.5198412274169921,
2020-12-22,198.5,202.41,196.51,200.65,SE,0.5198412274169921,
2020-12-23,199.74,200.34,194.36,195.07,SE,0.5198412274169921,
2020-12-07,24.0,69.18,22.5,61.3,NNOX,1.5827657580566403,
2020-12-08,50.12,52.5,48.0,49.72,NNOX,1.5827657580566403,
2020-12-09,47.67,49.2,43.76,44.5,NNOX,1.5827657580566403,
2020-12-10,42.0,49.48,41.5,48.8,NNOX,1.5827657580566403,
2020-12-11,46.86,50.35,46.12,46.26,NNOX,1.5827657580566403,
